4,17
4,23
4,35
4,44
4,45
57,59
57,67
5,72
5,82
5,103
5,120
5,124
136,143
136,145
136,150
136,98
136,154
136,155
136,161
136,181
200,201
206,14
217,220
221,226
221,239
245,246
259,207
6,115
283,285
286,14
300,304
306,18
333,334
339,340
342,343
342,349
360,261
384,385
393,238
394,395
399,119
401,404
253,424
253,430
253,431
253,437
459,463
467,468
476,477
478,481
482,80
482,484
482,485
482,487
493,494
502,505
642,644
72,8
72,16
651,246
713,714
722,723
729,730
734,737
647,746
757,655
770,36
773,774
778,264
778,309
778,781
788,709
802,803
804,805
8,814
8,817
8,115
8,840
215,13
293,866
293,163
293,883
293,906
914,51
921,923
941,943
952,953
956,957
9,821
9,828
264,105
264,117
264,838
397,1025
1043,269
1045,389
1045,1046
1045,585
1045,1053
1045,322
1045,3
1045,326
1060,1063
1060,664
1073,1075
1082,324
803,1102
315,1114
315,671
1126,1129
254,1131
254,98
1107,1153
1107,407
1171,1173
1195,940
652,635
652,1199
652,1056
1210,24
75,1240
246,1202
246,324
246,638
1261,1262
1268,324
1270,153
1280,1281
513,192
59,1287
449,1076
449,775
730,453
1311,1314
279,317
279,1205
279,33
279,1347
279,1351
1360,324
1360,288
1362,1365
758,653
758,1368
758,385
758,320
758,1374
758,284
758,431
758,1350
758,1379
1380,288
1385,1310
1386,1387
1396,1094
679,1405
679,1407
483,266
569,1429
569,1298
10,1437
10,100
10,1441
10,113
10,981
10,1443
10,1449
1450,1451
1450,35
1459,255
1473,1474
1480,269
222,1493
1502,3
1502,471
1508,1484
1509,236
1520,635
1520,585
1525,1531
635,191
635,654
635,147
635,760
635,1111
635,1492
635,324
635,1541
635,1543
635,1116
1545,860
962,1548
1550,539
1550,1551
1550,1552
1550,1554
951,1560
785,1582
785,1313
1598,1599
1606,498
1606,500
1606,233
1611,1612
1211,1076
389,1635
389,213
389,931
389,1646
1654,618
1670,1680
1682,258
1691,14
379,224
1699,1700
1699,498
1699,1632
76,1401
1716,621
1724,213
11,147
11,1738
11,1751
11,1757
11,1765
794,759
794,452
1792,828
12,831
1807,1808
1822,1371
1832,1836
1841,43
1846,2
1847,52
1849,744
1852,288
1046,654
1046,636
1046,672
207,1864
207,1872
207,21
207,1875
207,1138
207,1879
207,1890
207,1895
207,1902
207,1904
207,277
653,672
1933,1041
1947,14
1197,258
1197,1540
576,1957
316,27
1961,1962
1198,1853
1198,366
1131,1896
1047,663
1972,1973
1975,1233
1982,995
343,1986
343,1987
343,781
1990,52
1998,1999
1199,1857
402,968
402,2026
2030,288
13,14
13,85
13,1200
13,586
13,284
477,2048
845,327
704,27
704,2066
680,2071
2072,290
2073,1594
1108,636
1108,760
1108,1540
2088,35
2092,693
144,40
14,1330
14,759
14,2117
14,539
14,2121
14,153
14,2125
14,110
14,248
14,2158
14,1115
14,641
14,2171
14,43
14,2178
14,1358
2192,1596
1725,2199
83,25
1022,500
1022,104
1330,305
2004,2226
191,325
84,409
1423,570
2057,2249
2254,2255
528,2259
51,2271
51,633
51,2279
51,52
51,2281
51,119
2294,2284
1627,1669
654,760
654,846
654,155
654,501
2322,2323
2322,2325
2329,192
2332,1115
71,1157
71,118
2356,2358
514,1464
1702,2364
2370,980
2371,2399
2371,304
2402,2403
85,104
85,1958
965,2408
965,2409
2423,1594
655,586
655,672
2424,2426
987,284
2432,332
2433,2436
2102,2440
2471,258
2474,2475
2480,326
2481,2482
636,159
636,282
385,480
2104,364
2495,639
417,2502
2518,87
2528,1474
2533,2534
1966,1056
2542,203
86,779
2549,2550
411,1622
411,1501
2574,539
2585,2586
2590,258
479,2600
479,480
479,406
479,2607
479,2609
479,2610
479,1653
188,182
2216,498
2633,2634
2637,1787
1452,220
1628,390
318,2317
318,669
318,670
2656,515
2660,3
1215,1076
1200,324
2664,1202
2671,520
1048,638
1048,2683
2686,153
2696,304
2697,2698
2701,40
87,2722
87,1168
2731,1801
224,226
224,18
224,659
224,99
224,1053
224,1537
224,2761
224,2762
224,112
224,1767
224,1208
224,849
2080,2787
2795,2796
1960,148
1960,2801
1960,33
1960,583
1004,269
2812,36
2818,1924
2821,27
744,2838
290,2841
290,2605
290,2850
290,2862
2865,453
1521,1732
265,56
1986,1779
2882,1041
2615,480
2615,932
2107,2895
2897,174
2897,2899
648,747
648,749
225,2903
319,846
319,2912
319,2512
319,942
319,1543
89,2920
89,604
1728,35
759,1729
759,2801
759,99
759,213
759,554
266,2946
266,1892
2972,2076
1262,1983
1262,1464
2916,480
2916,1152
2940,203
347,1731
347,1314
347,1769
347,698
2298,2425
1462,327
3038,288
3039,43
3040,452
815,3042
2688,3048
1157,2237
1157,3055
1157,2616
3069,1202
1535,160
1535,565
3075,3076
3095,3098
3107,3108
3110,211
3110,36
1660,258
3121,1339
1049,282
1049,614
147,860
147,1558
147,1336
147,1578
147,684
147,677
147,828
147,3138
147,3140
147,3146
147,2284
16,830
16,40
1381,288
2111,1138
860,846
860,1838
1202,762
1202,3189
3192,1188
3209,554
1401,3213
1401,684
1401,284
3214,1594
404,1184
404,250
404,2142
861,1630
861,3215
682,2608
2114,22
2344,516
1039,2768
3232,1251
148,3244
148,630
148,631
148,1827
148,617
783,953
1561,870
2537,1161
1076,1218
1076,1222
1076,258
1076,1234
1076,1239
2843,3268
2843,288
1371,3200
1371,3273
1371,1123
1372,1516
1334,523
3298,288
320,1053
320,499
320,366
320,39
17,1456
2727,111
760,160
760,919
760,3184
760,327
3327,3328
3332,3333
1150,1669
1150,258
1731,120
2211,230
658,673
1787,1061
2824,1528
3361,1287
3362,3278
3372,2601
1523,2868
405,24
405,383
1159,462
18,100
18,1566
585,3382
585,1341
585,2854
585,1244
585,1064
585,1208
337,3196
1629,426
637,1141
426,977
426,3335
3392,453
3393,3394
3393,1935
2586,2752
2346,409
3400,973
3403,3404
2621,1838
586,499
586,284
846,1335
846,1540
846,3407
334,1896
3413,1170
2503,324
3387,1001
537,153
610,93
610,3434
610,115
468,2058
2,1709
2,3451
2,3452
2,3455
3457,2457
19,1035
19,3460
3461,104
1390,977
1390,238
456,2033
1217,151
1217,542
3479,3335
1335,1205
1335,324
1335,1544
775,309
775,1296
3490,3197
3490,454
1026,3494
1026,2317
3496,1663
1282,3476
1282,3477
3505,1406
349,3508
20,2259
22,3515
22,1035
1418,731
3529,3269
1734,28
3532,1810
1874,2121
1874,36
3537,1205
851,3538
538,1748
3397,430
3554,199
3560,199
1801,377
1801,340
3569,1821
151,52
3583,3584
1737,3592
2663,2083
1655,698
1655,3599
301,1341
301,1612
301,1857
301,2805
301,671
3610,712
1337,1203
1337,499
1337,192
1337,1056
1337,1968
731,3616
731,282
731,3624
731,192
255,433
255,3635
255,1766
1738,1041
94,256
94,43
520,99
520,695
520,433
520,3649
660,3485
660,614
540,1405
1720,326
1050,1112
1050,639
1050,979
1050,2075
1203,499
2121,3355
2316,973
1220,324
498,3681
498,3682
498,430
498,324
498,241
23,524
3252,2601
3631,390
1320,211
2796,3711
1402,3724
364,3046
1403,377
2274,1519
1028,1441
1321,995
1321,52
1999,3738
1999,1503
1910,3261
3510,1041
872,2815
24,1188
24,126
309,3780
309,105
3793,496
3793,305
3796,40
1184,3810
1499,3205
97,1173
1299,1970
1299,1445
3828,1069
3830,3
3833,203
3833,2733
3838,452
3839,3840
3844,390
3845,943
3846,3847
3850,3574
3853,304
1287,3860
1296,376
973,1069
480,1173
3501,1221
228,372
228,549
2601,453
2801,764
99,2905
376,3906
153,1772
229,1605
229,1232
3925,134
2743,3927
821,110
1161,3930
2445,3933
230,1511
3950,288
1137,238
3955,1838
716,3435
716,453
716,3956
3234,3959
3234,2514
3558,1789
3963,1009
3966,3967
3972,3973
3977,3980
3977,3981
3514,35
132,2172
2275,496
101,25
101,256
101,238
269,430
269,1226
269,2075
269,1768
269,583
1701,4008
1701,3574
4009,603
1669,4011
1669,4012
2126,3812
728,110
4027,324
4027,288
351,1078
2448,4028
1578,407
3005,698
2754,33
1224,1041
102,3055
2755,500
1456,2207
1456,296
1805,340
499,545
499,3322
499,638
499,285
499,1357
25,40
2048,2069
1490,1493
155,638
26,3800
2603,2953
231,2176
1748,3891
1748,3310
1748,4073
523,1341
523,33
523,524
500,684
500,203
